ticket_id,customer_id,created_at,resolved_at,channel,language,product,issue_type,priority,agent_id,wait_time_sec,handle_time_sec,first_call_resolution,csat_score,customer_sentiment,status,knowledge_article_used,llm_confidence,escalated,region
TKT000150,CUST52217,2026-02-20 11:38:00,2026-02-20 11:46:39,WhatsApp,Tamil,Mobile,SIM Activation,Critical,AG113,140,379,0,1.5,Neutral,Resolved,0,0.79,1,East
TKT000151,CUST22208,2026-03-24 18:35:00,2026-03-24 18:59:19,WhatsApp,Hindi,DTH,Network Issue,Critical,AG107,340,1119,0,4.0,Neutral,Escalated,1,0.74,1,East
TKT000152,CUST99463,2026-04-10 15:14:00,2026-04-10 15:30:11,Voice,English,Broadband,Password Reset,Low,AG130,584,387,1,4.5,Positive,In Progress,1,0.65,1,North
TKT000153,CUST45916,2026-05-06 08:30:00,,Email,Tamil,Internet,Refund,Medium,AG102,314,390,0,4.1,Neutral,Pending,0,0.8,0,South
TKT000154,CUST39647,2026-01-01 04:44:00,2026-01-01 05:01:30,WhatsApp,English,Internet,Refund,Low,AG128,493,557,0,1.5,Neutral,Escalated,1,0.67,1,South
TKT000155,CUST49223,2026-05-14 00:45:00,2026-05-14 00:52:19,Chat,Hindi,Mobile,Network Issue,Low,AG120,110,329,1,3.4,Negative,Escalated,1,0.77,0,North
TKT000156,CUST23168,2026-06-17 11:04:00,2026-06-17 11:27:41,Voice,Hindi,Broadband,Refund,Critical,AG111,458,963,0,1.3,Positive,Escalated,1,0.87,0,East
TKT000157,CUST76784,2026-05-22 19:22:00,2026-05-22 19:30:07,WhatsApp,Tamil,Internet,Plan Upgrade,Critical,AG113,313,174,0,2.8,Positive,Escalated,1,0.87,0,South
TKT000158,CUST84498,2026-06-29 15:45:00,2026-06-29 16:04:48,Chat,Tamil,Internet,Password Reset,Low,AG101,329,859,0,2.4,Neutral,Escalated,0,0.96,1,East
TKT000159,CUST20803,2026-04-25 10:16:00,2026-04-25 10:42:16,Chat,Tamil,Internet,SIM Activation,Low,AG117,430,1146,1,4.3,Positive,Escalated,1,0.78,0,East
TKT000160,CUST66948,2026-05-08 04:33:00,2026-05-08 04:54:04,Voice,Tamil,Mobile,Network Issue,Low,AG123,249,1015,0,1.9,Positive,Resolved,0,0.82,1,East
TKT000161,CUST25473,2026-01-31 09:28:00,2026-01-31 09:44:55,Voice,Tamil,Broadband,SIM Activation,Low,AG109,134,881,1,4.3,Negative,Resolved,1,0.8,1,South
TKT000162,CUST23487,2026-04-01 22:49:00,2026-04-01 23:03:02,Voice,English,Billing,Password Reset,Low,AG128,381,461,0,1.9,Positive,Escalated,0,0.81,1,North
TKT000163,CUST42540,2026-02-02 13:53:00,2026-02-02 14:05:43,Email,Tamil,Internet,Refund,Low,AG117,571,192,1,3.1,Negative,Resolved,0,0.73,0,West
TKT000164,CUST82494,2026-01-13 13:08:00,2026-01-13 13:30:46,Email,English,DTH,SIM Activation,Medium,AG115,294,1072,1,3.3,Neutral,In Progress,0,0.9,0,North
TKT000165,CUST93354,2026-01-02 03:51:00,2026-01-02 04:07:28,Voice,Tamil,Internet,Complaint,High,AG104,29,959,0,2.9,Positive,Escalated,1,0.82,0,North
TKT000166,CUST78125,2026-05-10 13:15:00,2026-05-10 13:28:13,Email,Tamil,Internet,Network Issue,Medium,AG121,100,693,0,4.2,Neutral,Resolved,0,0.8,0,North
TKT000167,CUST52762,2026-02-23 02:21:00,2026-02-23 02:37:21,Email,English,Internet,Plan Upgrade,Medium,AG125,327,654,1,4.3,Negative,Resolved,0,0.69,1,West
TKT000168,CUST37215,2026-02-27 04:01:00,2026-02-27 04:19:00,WhatsApp,Tamil,Internet,Network Issue,Medium,AG126,128,952,1,4.9,Negative,Pending,0,0.72,1,North
TKT000169,CUST98759,2026-01-17 14:30:00,2026-01-17 14:46:37,Chat,English,Broadband,Device Setup,Medium,AG104,369,628,1,3.8,Neutral,Resolved,0,0.69,0,North
TKT000170,CUST94500,2026-01-24 19:06:00,,Email,English,Internet,Network Issue,Medium,AG129,415,525,1,4.2,Negative,In Progress,0,0.68,1,South
TKT000171,CUST66774,2026-01-08 18:32:00,2026-01-08 18:50:40,WhatsApp,Tamil,Internet,Complaint,Critical,AG106,56,1064,0,4.2,Neutral,Escalated,0,0.74,1,North
TKT000172,CUST82179,2026-01-07 07:23:00,2026-01-07 07:38:30,Voice,Tamil,Broadband,Billing Query,Critical,AG107,307,623,1,3.5,Negative,Escalated,0,0.99,1,West
TKT000173,CUST33568,2026-04-10 03:02:00,,Chat,English,DTH,Password Reset,Critical,AG117,357,1112,1,3.5,Neutral,Escalated,0,0.68,0,East
TKT000174,CUST32768,2026-04-08 03:43:00,2026-04-08 03:50:43,Email,Hindi,DTH,Password Reset,High,AG119,229,234,1,3.4,Negative,Escalated,0,0.93,1,East
TKT000175,CUST88861,2026-02-01 23:01:00,2026-02-01 23:20:27,WhatsApp,English,DTH,Plan Upgrade,Medium,AG111,43,1124,0,1.2,Negative,Escalated,1,0.67,0,North
TKT000176,CUST58967,2026-05-21 23:15:00,2026-05-21 23:29:50,WhatsApp,Hindi,Internet,Refund,High,AG111,543,347,1,4.9,Positive,Escalated,1,0.92,1,East
TKT000177,CUST48602,2026-02-01 17:06:00,2026-02-01 17:24:03,Voice,Hindi,Billing,Complaint,Low,AG106,233,850,0,2.3,Negative,Pending,0,0.87,0,West
TKT000178,CUST51879,2026-01-26 14:28:00,2026-01-26 14:42:42,Voice,Hindi,DTH,Device Setup,Low,AG109,84,798,0,2.2,Positive,Escalated,0,0.77,0,South
TKT000179,CUST64266,2026-01-09 18:21:00,2026-01-09 18:43:43,WhatsApp,Tamil,Billing,Complaint,Low,AG127,453,910,1,4.9,Neutral,Escalated,0,0.8,0,East
TKT000180,CUST32296,2026-01-04 15:43:00,2026-01-04 16:00:24,Chat,Hindi,Internet,Network Issue,High,AG120,272,772,0,1.3,Negative,In Progress,0,0.8,0,West
TKT000181,CUST34901,2026-01-29 14:23:00,2026-01-29 14:28:37,Email,Hindi,DTH,SIM Activation,Medium,AG104,108,229,1,3.0,Positive,In Progress,1,0.7,1,South
TKT000182,CUST13373,2026-03-19 20:14:00,2026-03-19 20:24:05,Email,English,Broadband,Network Issue,High,AG126,306,299,1,3.0,Neutral,In Progress,1,0.95,1,South
TKT000183,CUST58418,2026-04-27 20:21:00,2026-04-27 20:39:27,Voice,Tamil,Broadband,Device Setup,High,AG108,194,913,1,4.7,Neutral,Resolved,0,0.91,0,South
TKT000184,CUST87296,2026-05-02 15:09:00,2026-05-02 15:32:03,Voice,Tamil,Billing,Complaint,Critical,AG119,559,824,1,4.9,Positive,In Progress,1,0.68,0,North
TKT000185,CUST35260,2026-01-22 21:31:00,2026-01-22 21:51:21,WhatsApp,English,Broadband,Plan Upgrade,Medium,AG127,182,1039,0,4.4,Negative,Pending,1,0.96,0,South
TKT000186,CUST78116,2026-03-12 15:37:00,2026-03-12 16:02:03,Voice,Hindi,Billing,Complaint,Low,AG114,570,933,1,4.6,Positive,Escalated,0,0.96,0,East
TKT000187,CUST73646,2026-06-07 22:03:00,2026-06-07 22:23:49,WhatsApp,English,Mobile,SIM Activation,Critical,AG105,425,824,1,3.5,Negative,In Progress,0,0.78,1,North
TKT000188,CUST49722,2026-01-09 23:21:00,2026-01-09 23:43:53,WhatsApp,Hindi,Internet,Plan Upgrade,Medium,AG110,280,1093,1,2.6,Negative,In Progress,1,0.74,1,South
TKT000189,CUST77698,2026-02-04 05:06:00,2026-02-04 05:26:45,Voice,Hindi,Mobile,Network Issue,High,AG123,221,1024,1,4.4,Negative,In Progress,0,0.92,0,North
TKT000190,CUST16626,2026-02-05 02:11:00,2026-02-05 02:20:55,Chat,Tamil,DTH,Device Setup,Critical,AG121,64,531,0,1.1,Positive,Resolved,0,0.78,1,North
TKT000191,CUST43903,2026-06-24 20:34:00,2026-06-24 21:01:40,Voice,Tamil,Internet,Complaint,Low,AG106,569,1091,1,3.4,Negative,Escalated,0,0.87,0,East
TKT000192,CUST99417,2026-04-29 14:49:00,,Chat,Hindi,Mobile,Password Reset,Medium,AG109,530,958,0,4.0,Negative,Pending,1,0.79,1,East
TKT000193,CUST78241,2026-03-25 13:23:00,2026-03-25 13:37:24,WhatsApp,Hindi,Internet,Password Reset,High,AG118,228,636,1,3.3,Negative,Pending,1,0.88,1,South
TKT000194,CUST95389,2026-03-03 05:14:00,2026-03-03 05:31:03,Chat,Hindi,Mobile,Password Reset,Critical,AG122,337,686,1,3.2,Neutral,Escalated,0,0.87,1,East
TKT000195,CUST86418,2026-06-15 02:21:00,2026-06-15 02:44:16,Chat,Tamil,Mobile,Device Setup,High,AG117,419,977,1,4.3,Neutral,Escalated,0,0.75,1,North
TKT000196,CUST53992,2026-05-15 21:07:00,2026-05-15 21:27:26,Chat,Tamil,Mobile,SIM Activation,Critical,AG126,577,649,0,4.3,Neutral,Pending,1,0.85,1,South
TKT000197,CUST35499,2026-03-27 15:48:00,2026-03-27 16:01:48,WhatsApp,Hindi,DTH,Complaint,Low,AG128,599,229,0,2.7,Positive,Escalated,0,0.77,1,North
TKT000198,CUST33176,2026-02-27 14:18:00,2026-02-27 14:27:36,Voice,English,Broadband,SIM Activation,Medium,AG125,87,489,1,3.3,Positive,Escalated,1,0.92,0,North
TKT000199,CUST72573,2026-04-22 20:42:00,2026-04-22 21:06:12,Voice,Hindi,Mobile,Refund,Low,AG129,444,1008,1,3.6,Neutral,Escalated,0,0.88,0,North
TKT000200,CUST75973,2026-05-07 06:03:00,2026-05-07 06:22:09,Chat,English,Internet,SIM Activation,High,AG115,324,825,0,1.4,Negative,Pending,1,0.95,0,East
TKT000201,CUST62873,2026-06-14 02:12:00,,Chat,Hindi,Mobile,Plan Upgrade,Low,AG119,372,1123,0,1.6,Negative,Escalated,0,0.77,0,West
TKT000202,CUST16286,2026-06-09 13:40:00,2026-06-09 13:59:55,Voice,English,Internet,Complaint,Critical,AG113,552,643,0,3.1,Positive,Pending,1,0.89,0,South
TKT000203,CUST27978,2026-02-24 19:35:00,2026-02-24 19:53:09,Voice,Hindi,Billing,Network Issue,High,AG104,108,981,1,4.1,Positive,In Progress,0,0.86,1,North
TKT000204,CUST75058,2026-03-07 03:47:00,2026-03-07 04:08:06,WhatsApp,Tamil,Mobile,Password Reset,Low,AG122,307,959,0,1.1,Positive,Resolved,1,0.7,0,South
TKT000205,CUST48800,2026-05-12 17:17:00,2026-05-12 17:26:54,Voice,English,Mobile,Password Reset,High,AG112,267,327,0,2.6,Negative,Pending,1,0.9,0,South
TKT000206,CUST67372,2026-01-02 18:15:00,2026-01-02 18:24:42,Email,Hindi,Internet,Refund,High,AG106,179,403,1,3.4,Positive,In Progress,1,0.98,1,West
TKT000207,CUST17686,2026-05-06 14:13:00,2026-05-06 14:38:35,Chat,English,Broadband,Device Setup,Critical,AG106,436,1099,0,1.4,Negative,In Progress,1,0.86,0,West
TKT000208,CUST18301,2026-06-17 13:16:00,2026-06-17 13:36:39,Email,English,Billing,Plan Upgrade,High,AG117,120,1119,1,3.6,Negative,Resolved,1,0.87,0,West
TKT000209,CUST30568,2026-03-04 22:36:00,2026-03-04 22:53:45,WhatsApp,Tamil,Mobile,Network Issue,Critical,AG111,157,908,0,1.0,Positive,Pending,1,0.67,0,West
TKT000210,CUST85108,2026-03-15 09:56:00,2026-03-15 10:07:26,WhatsApp,Tamil,DTH,Network Issue,Critical,AG124,85,601,1,3.6,Negative,Resolved,0,0.79,0,South
TKT000211,CUST69796,2026-05-31 08:27:00,2026-05-31 08:37:22,Email,English,Mobile,Device Setup,High,AG118,316,306,0,3.3,Negative,In Progress,1,0.89,0,South
TKT000212,CUST93055,2026-05-19 05:31:00,2026-05-19 05:40:41,Email,Hindi,Billing,Refund,Low,AG102,7,574,1,3.4,Positive,In Progress,0,0.93,1,South
TKT000213,CUST61497,2026-02-16 07:00:00,2026-02-16 07:11:58,Chat,Hindi,DTH,Network Issue,Critical,AG102,197,521,0,4.3,Negative,Resolved,1,0.81,0,West
TKT000214,CUST73298,2026-01-01 18:57:00,2026-01-01 19:10:10,Chat,Hindi,Billing,Billing Query,Medium,AG104,571,219,1,4.6,Neutral,Pending,1,0.79,0,East
TKT000215,CUST28111,2026-03-14 10:19:00,2026-03-14 10:37:48,Email,Hindi,Billing,Refund,Medium,AG107,306,822,1,4.5,Positive,Pending,1,0.96,0,North
TKT000216,CUST86389,2026-04-02 17:32:00,2026-04-02 17:47:03,WhatsApp,Hindi,Billing,SIM Activation,Critical,AG126,123,780,1,3.9,Positive,Resolved,0,0.78,0,South
TKT000217,CUST29192,2026-02-06 09:23:00,2026-02-06 09:36:55,Email,English,Billing,Password Reset,High,AG127,169,666,1,4.2,Neutral,Resolved,0,0.9,1,North
TKT000218,CUST99803,2026-04-04 00:15:00,2026-04-04 00:27:42,Voice,English,DTH,Plan Upgrade,Critical,AG127,53,709,1,3.5,Positive,Pending,0,0.91,0,East
TKT000219,CUST77350,2026-03-23 16:54:00,2026-03-23 17:03:24,Voice,Tamil,DTH,SIM Activation,Medium,AG106,81,483,0,4.4,Negative,Pending,0,0.76,0,South
TKT000220,CUST85061,2026-01-28 23:32:00,2026-01-28 23:45:57,Voice,Hindi,DTH,Plan Upgrade,Medium,AG117,57,780,1,3.7,Positive,Escalated,1,0.83,1,South
TKT000221,CUST48479,2026-03-05 14:33:00,2026-03-05 14:46:16,WhatsApp,Hindi,Internet,Network Issue,High,AG115,223,573,1,3.3,Positive,Escalated,0,0.88,1,West
TKT000222,CUST47070,2026-06-16 17:46:00,,Email,Hindi,Billing,Device Setup,Critical,AG102,400,352,1,3.9,Neutral,Escalated,1,0.82,0,North
TKT000223,CUST37941,2026-06-26 21:06:00,2026-06-26 21:09:27,WhatsApp,English,Mobile,Complaint,Low,AG124,72,135,0,3.3,Negative,Escalated,0,0.81,1,South
TKT000224,CUST83149,2026-01-16 22:23:00,,Chat,Tamil,Broadband,Complaint,Critical,AG121,60,270,0,3.8,Neutral,In Progress,1,0.66,0,South
TKT000225,CUST75907,2026-04-27 18:25:00,2026-04-27 18:30:00,Email,Hindi,Internet,SIM Activation,Critical,AG113,51,249,0,2.3,Neutral,Resolved,1,0.7,0,North
TKT000226,CUST28884,2026-05-16 22:37:00,2026-05-16 23:01:43,Email,English,Billing,Billing Query,Low,AG102,563,920,1,4.9,Positive,In Progress,0,0.75,1,North
TKT000227,CUST90856,2026-03-17 02:54:00,2026-03-17 03:15:59,Chat,English,Mobile,Password Reset,Critical,AG121,150,1169,0,1.6,Negative,Resolved,1,0.88,1,South
TKT000228,CUST95914,2026-02-05 22:31:00,2026-02-05 22:55:20,Email,Hindi,Internet,Plan Upgrade,High,AG116,343,1117,1,2.8,Neutral,Pending,1,0.89,0,East
TKT000229,CUST42266,2026-05-28 00:53:00,2026-05-28 01:13:10,WhatsApp,Tamil,DTH,Billing Query,High,AG129,443,767,0,1.0,Neutral,In Progress,1,0.77,1,West
TKT000230,CUST28350,2026-04-11 10:17:00,2026-04-11 10:25:46,Chat,Tamil,Internet,Network Issue,Low,AG128,184,342,0,3.9,Negative,Resolved,1,0.91,0,South
TKT000231,CUST29481,2026-04-11 09:57:00,2026-04-11 10:17:14,Chat,Hindi,DTH,Billing Query,Critical,AG117,561,653,1,4.1,Negative,Resolved,1,0.77,0,North
TKT000232,CUST33480,2026-06-04 08:53:00,2026-06-04 09:09:30,Chat,Hindi,Broadband,Refund,Low,AG108,531,459,0,2.6,Neutral,Escalated,0,0.74,0,South
TKT000233,CUST69591,2026-05-02 17:05:00,2026-05-02 17:22:58,Voice,Hindi,DTH,Network Issue,High,AG127,535,543,1,3.5,Negative,Pending,0,0.78,1,East
TKT000234,CUST39215,2026-04-17 23:36:00,2026-04-17 23:49:33,Email,Tamil,Broadband,Device Setup,Low,AG117,534,279,1,3.4,Positive,In Progress,0,0.73,1,North
TKT000235,CUST25509,2026-01-28 08:24:00,2026-01-28 08:35:08,WhatsApp,Tamil,Internet,Device Setup,Critical,AG116,166,502,1,4.0,Positive,Escalated,1,0.66,0,North
TKT000236,CUST29249,2026-04-15 09:36:00,,Email,English,Billing,Complaint,Low,AG129,142,449,0,4.1,Negative,Pending,0,0.72,1,West
TKT000237,CUST33839,2026-02-01 01:13:00,2026-02-01 01:29:34,Email,English,DTH,Device Setup,Low,AG108,425,569,0,3.8,Neutral,In Progress,0,0.69,0,West
TKT000238,CUST90576,2026-05-31 11:05:00,2026-05-31 11:13:49,Voice,English,Broadband,Billing Query,Low,AG129,103,426,0,2.7,Negative,In Progress,1,0.78,0,West
TKT000239,CUST85513,2026-02-11 18:38:00,,Chat,Tamil,Broadband,Plan Upgrade,Low,AG110,395,1107,1,4.0,Negative,In Progress,1,0.71,0,South
TKT000240,CUST51405,2026-04-05 14:52:00,2026-04-05 15:00:43,Voice,English,Broadband,SIM Activation,High,AG128,389,134,0,3.4,Negative,In Progress,1,0.86,1,North
TKT000241,CUST73407,2026-03-17 05:25:00,2026-03-17 05:46:36,Email,Hindi,DTH,Complaint,Medium,AG128,188,1108,1,3.9,Negative,Resolved,0,0.8,0,South
TKT000242,CUST90481,2026-02-09 00:58:00,2026-02-09 01:24:16,Voice,English,Broadband,Password Reset,Low,AG127,415,1161,1,4.5,Positive,In Progress,1,0.68,1,North
TKT000243,CUST62513,2026-03-09 12:12:00,2026-03-09 12:17:26,Email,Hindi,Billing,Password Reset,Medium,AG121,43,283,1,4.8,Neutral,In Progress,0,0.72,1,North
TKT000244,CUST98345,2026-01-07 02:50:00,,Chat,Hindi,Internet,Billing Query,Low,AG109,533,1165,0,3.2,Neutral,Pending,1,0.79,0,South
TKT000245,CUST83284,2026-05-15 03:40:00,2026-05-15 03:45:57,Email,Tamil,DTH,Plan Upgrade,Medium,AG115,97,260,1,4.3,Neutral,Resolved,1,0.71,0,South
TKT000246,CUST43776,2026-04-02 14:22:00,2026-04-02 14:39:55,Email,Hindi,Broadband,Complaint,Critical,AG125,353,722,0,3.8,Positive,Pending,1,0.88,0,West
TKT000247,CUST38885,2026-01-22 03:59:00,2026-01-22 04:11:02,Chat,Tamil,Broadband,Refund,Low,AG123,74,648,1,4.1,Neutral,Escalated,1,0.68,1,South
TKT000248,CUST85197,2026-04-11 22:52:00,2026-04-11 23:08:17,Chat,Tamil,Mobile,Plan Upgrade,Medium,AG128,492,485,1,3.4,Neutral,Escalated,0,0.72,0,East
TKT000249,CUST96956,2026-01-29 09:33:00,2026-01-29 09:40:45,Voice,Hindi,Internet,Device Setup,High,AG120,127,338,0,3.4,Neutral,In Progress,1,0.82,1,West
TKT000250,CUST80879,2026-02-10 10:20:00,,Email,Tamil,Mobile,Device Setup,Low,AG123,60,382,1,3.7,Negative,In Progress,1,0.88,0,North
TKT000251,CUST44039,2026-03-11 01:44:00,2026-03-11 01:55:04,Email,English,DTH,Device Setup,High,AG112,338,326,1,4.0,Positive,In Progress,1,0.72,1,East
TKT000252,CUST27188,2026-06-05 12:36:00,2026-06-05 12:56:31,Chat,English,DTH,Plan Upgrade,Critical,AG128,291,940,1,2.9,Neutral,Escalated,0,0.92,0,West
TKT000253,CUST92660,2026-05-27 16:01:00,2026-05-27 16:06:24,Email,Tamil,DTH,SIM Activation,Low,AG113,185,139,1,3.7,Positive,Escalated,0,0.72,1,West
TKT000254,CUST57226,2026-06-02 17:31:00,2026-06-02 17:44:02,Email,Tamil,Internet,Complaint,Low,AG112,465,317,1,3.1,Negative,Escalated,0,0.98,1,East
TKT000255,CUST59947,2026-03-01 04:20:00,2026-03-01 04:47:49,WhatsApp,Hindi,Mobile,Billing Query,High,AG114,504,1165,1,4.7,Negative,In Progress,0,0.68,1,North
TKT000256,CUST61833,2026-02-27 01:37:00,2026-02-27 01:54:51,WhatsApp,Tamil,Billing,Device Setup,Critical,AG106,303,768,1,4.0,Positive,Resolved,0,0.9,1,South
TKT000257,CUST72021,2026-02-08 08:00:00,2026-02-08 08:14:32,Voice,Tamil,Billing,Network Issue,Low,AG109,411,461,0,1.3,Negative,Escalated,0,0.87,1,East
TKT000258,CUST27206,2026-02-11 18:04:00,2026-02-11 18:19:21,Chat,English,Internet,Refund,High,AG128,295,626,1,4.1,Neutral,In Progress,1,0.84,0,North
TKT000259,CUST93824,2026-04-18 13:22:00,2026-04-18 13:49:17,Email,Tamil,Billing,Plan Upgrade,Low,AG115,582,1055,1,3.8,Neutral,Pending,1,0.74,1,South
TKT000260,CUST80136,2026-01-01 00:24:00,,WhatsApp,Tamil,DTH,Password Reset,Critical,AG126,144,1191,1,3.2,Neutral,Escalated,0,0.84,0,West
TKT000261,CUST94671,2026-06-10 14:13:00,2026-06-10 14:36:44,WhatsApp,English,DTH,Network Issue,Critical,AG121,409,1015,0,1.6,Positive,Pending,1,0.87,1,West
TKT000262,CUST93478,2026-02-04 05:23:00,2026-02-04 05:30:31,WhatsApp,Tamil,Billing,Device Setup,Medium,AG111,191,260,0,2.0,Positive,Escalated,0,0.98,0,North
TKT000263,CUST67464,2026-06-27 00:11:00,2026-06-27 00:21:22,Chat,English,Mobile,Password Reset,Critical,AG107,293,329,1,2.8,Neutral,In Progress,1,0.92,1,East
TKT000264,CUST29148,2026-03-26 09:52:00,,WhatsApp,English,Billing,Device Setup,Medium,AG107,343,184,0,4.0,Neutral,In Progress,0,0.69,0,West
TKT000265,CUST22315,2026-05-21 09:32:00,2026-05-21 09:53:25,Chat,Tamil,Broadband,SIM Activation,High,AG106,258,1027,0,1.7,Negative,Resolved,0,0.74,1,North
TKT000266,CUST66906,2026-03-07 14:43:00,2026-03-07 14:50:34,Chat,Tamil,Billing,Network Issue,Critical,AG126,228,226,0,1.8,Positive,Resolved,0,0.85,1,North
TKT000267,CUST99908,2026-03-09 14:39:00,2026-03-09 14:48:22,Voice,English,DTH,Billing Query,Low,AG105,259,303,0,2.7,Neutral,Escalated,1,0.98,1,West
TKT000268,CUST27659,2026-05-14 11:21:00,2026-05-14 11:30:01,Voice,Tamil,Broadband,SIM Activation,Critical,AG107,26,515,1,3.4,Negative,Escalated,1,0.76,1,East
TKT000269,CUST44517,2026-06-07 22:52:00,2026-06-07 23:00:43,WhatsApp,English,Billing,Complaint,Medium,AG129,75,448,0,2.6,Positive,Pending,0,0.76,0,West
TKT000270,CUST52283,2026-02-04 13:33:00,2026-02-04 14:01:27,Email,English,Internet,Network Issue,Low,AG127,514,1193,0,3.1,Positive,Escalated,0,0.72,1,North
TKT000271,CUST78920,2026-01-18 23:27:00,2026-01-18 23:39:54,Email,English,DTH,Plan Upgrade,Low,AG101,589,185,1,4.1,Positive,In Progress,0,0.81,0,East
TKT000272,CUST44840,2026-04-12 14:01:00,2026-04-12 14:23:33,Voice,Tamil,Internet,Plan Upgrade,Low,AG104,382,971,0,3.9,Negative,Escalated,1,0.71,0,North
TKT000273,CUST97194,2026-04-12 15:47:00,2026-04-12 16:05:03,Voice,English,Mobile,Complaint,High,AG122,113,970,1,4.2,Positive,In Progress,1,0.96,1,East
TKT000274,CUST38039,2026-03-17 01:33:00,2026-03-17 01:55:17,Email,Tamil,Broadband,Device Setup,Critical,AG101,336,1001,0,3.0,Negative,Resolved,1,0.85,0,East
TKT000275,CUST12844,2026-01-02 04:41:00,2026-01-02 04:57:07,Email,Hindi,Billing,Billing Query,Low,AG102,232,735,0,4.0,Neutral,Pending,0,0.7,1,North
TKT000276,CUST84588,2026-02-12 09:58:00,2026-02-12 10:13:56,Voice,Hindi,DTH,Device Setup,Medium,AG116,312,644,0,3.0,Negative,Resolved,1,0.66,1,South
TKT000277,CUST66925,2026-05-23 00:24:00,2026-05-23 00:33:41,Voice,English,Billing,Password Reset,Critical,AG102,347,234,1,4.7,Neutral,Resolved,1,0.83,0,East
TKT000278,CUST61495,2026-04-02 11:01:00,2026-04-02 11:13:13,Voice,English,Broadband,SIM Activation,Critical,AG105,161,572,0,3.4,Positive,Pending,0,0.81,0,West
TKT000279,CUST27088,2026-02-17 19:07:00,2026-02-17 19:18:47,WhatsApp,Hindi,Mobile,Device Setup,Critical,AG121,413,294,1,4.4,Negative,Escalated,0,0.73,1,West
TKT000280,CUST55653,2026-02-28 21:00:00,2026-02-28 21:07:03,Email,Hindi,Internet,SIM Activation,Medium,AG112,120,303,1,3.6,Negative,In Progress,0,0.8,0,North
TKT000281,CUST17148,2026-05-05 18:22:00,2026-05-05 18:39:29,Chat,Tamil,Internet,Refund,Low,AG110,164,885,0,1.4,Neutral,In Progress,0,0.76,0,North
TKT000282,CUST28526,2026-04-10 11:21:00,2026-04-10 11:45:20,Voice,Tamil,Billing,Password Reset,High,AG106,269,1191,1,4.1,Positive,Pending,0,0.92,1,South
TKT000283,CUST96898,2026-03-26 15:26:00,2026-03-26 15:29:30,Email,English,Internet,SIM Activation,Critical,AG108,73,137,1,4.2,Neutral,Resolved,1,0.81,0,North
TKT000284,CUST79391,2026-02-06 04:53:00,2026-02-06 05:19:58,WhatsApp,Tamil,Mobile,Password Reset,High,AG122,473,1145,0,1.1,Neutral,Pending,1,0.73,1,South
TKT000285,CUST46725,2026-04-24 22:07:00,2026-04-24 22:24:28,Email,Tamil,Mobile,Network Issue,Critical,AG117,401,647,0,4.3,Negative,Escalated,1,0.73,0,West
TKT000286,CUST37100,2026-06-26 16:20:00,2026-06-26 16:38:21,Chat,English,DTH,Billing Query,Critical,AG130,342,759,1,3.9,Positive,Escalated,1,0.67,0,North
TKT000287,CUST64269,2026-02-27 19:36:00,2026-02-27 19:43:33,Email,Tamil,DTH,Billing Query,Medium,AG104,35,418,1,4.7,Positive,Escalated,0,0.91,1,North
TKT000288,CUST72469,2026-04-19 13:32:00,2026-04-19 13:45:56,WhatsApp,Hindi,DTH,Billing Query,Critical,AG116,241,595,0,2.3,Neutral,Escalated,0,0.72,0,West
TKT000289,CUST97993,2026-05-20 04:19:00,2026-05-20 04:26:11,Chat,English,Mobile,Device Setup,Critical,AG123,281,150,1,3.1,Neutral,In Progress,0,0.8,0,West
TKT000290,CUST69193,2026-05-12 02:36:00,2026-05-12 02:55:28,Voice,English,Billing,Complaint,Low,AG118,408,760,0,2.8,Neutral,Resolved,0,0.75,1,East
TKT000291,CUST90364,2026-05-21 20:14:00,2026-05-21 20:33:42,Chat,Tamil,Broadband,Network Issue,Low,AG106,477,705,0,2.5,Negative,Escalated,1,0.79,1,South
TKT000292,CUST52477,2026-02-02 13:31:00,2026-02-02 13:52:00,Chat,Hindi,Internet,Network Issue,Low,AG123,211,1049,1,2.7,Neutral,Pending,0,0.83,1,North
TKT000293,CUST84120,2026-03-10 22:28:00,2026-03-10 22:43:48,Chat,English,Mobile,Billing Query,Low,AG114,49,899,0,4.2,Neutral,Pending,1,0.75,0,South
TKT000294,CUST43175,2026-06-13 13:47:00,,WhatsApp,Tamil,Billing,Password Reset,Critical,AG108,212,389,0,3.2,Positive,In Progress,1,0.79,0,South
TKT000295,CUST29432,2026-02-14 13:10:00,,Email,English,Mobile,Password Reset,High,AG111,575,689,0,1.2,Positive,Resolved,0,0.79,0,North
TKT000296,CUST85886,2026-05-03 08:24:00,2026-05-03 08:45:33,Voice,English,DTH,Refund,High,AG129,591,702,0,4.4,Neutral,Resolved,1,0.94,0,East
TKT000297,CUST64232,2026-03-27 17:01:00,2026-03-27 17:09:44,Chat,Hindi,Internet,Network Issue,Low,AG116,129,395,1,3.3,Negative,Pending,1,0.86,1,East
TKT000298,CUST92818,2026-04-06 15:28:00,2026-04-06 15:44:21,Chat,Hindi,Mobile,SIM Activation,Medium,AG101,137,844,1,3.8,Positive,Resolved,1,0.86,0,North
TKT000299,CUST83454,2026-05-26 13:20:00,2026-05-26 13:43:17,Chat,English,Mobile,SIM Activation,High,AG126,428,969,0,2.2,Positive,Pending,1,0.82,1,South
